"filename", "language", "Python", "HTML", "MS SQL", "Properties", "Batch", "pip requirements", "PowerShell", "XML", "JavaScript", "reStructuredText", "Markdown", "JSON", "comment", "blank", "total"
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyInstaller\hooks\rthooks\pyi_rth_pkgutil.py", "Python", 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 10, 65
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyInstaller\hooks\rthooks\pyi_rth_pyqt5.py", "Python", 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 13, 69
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyInstaller\hooks\rthooks\pyi_rth_pyqt6.py", "Python", 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 14, 71
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyInstaller\hooks\rthooks\pyi_rth_pyside2.py", "Python", 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 13, 64
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyInstaller\hooks\rthooks\pyi_rth_pyside6.py", "Python", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 14, 70
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyInstaller\hooks\rthooks\pyi_rth_setuptools.py", "Python", 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 9, 38
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyInstaller\isolated\__init__.py", "Python", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 7, 32
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyInstaller\isolated\_child.py", "Python", 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 21, 102
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyInstaller\isolated\_parent.py", "Python", 277, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 71, 90, 438
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyInstaller\lib\README.rst", "reStructuredText", 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 20, 50
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyInstaller\lib\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyInstaller\lib\modulegraph\__init__.py", "Python", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyInstaller\lib\modulegraph\__main__.py", "Python", 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 15, 90
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyInstaller\lib\modulegraph\find_modules.py", "Python", 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 13, 62
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyInstaller\lib\modulegraph\modulegraph.py", "Python", 2064, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 538, 481, 3083
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyInstaller\lib\modulegraph\util.py", "Python", 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 6, 22
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyInstaller\loader\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyInstaller\loader\pyiboot01_bootstrap.py", "Python", 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 19, 96
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyInstaller\loader\pyimod01_archive.py", "Python", 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 27, 136
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyInstaller\loader\pyimod02_importers.py", "Python", 477, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 151, 148, 776
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyInstaller\loader\pyimod03_ctypes.py", "Python", 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 23, 132
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyInstaller\loader\pyimod04_pywin32.py", "Python", 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 9, 57
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyInstaller\log.py", "Python", 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 9, 65
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyInstaller\utils\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyInstaller\utils\cliutils\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyInstaller\utils\cliutils\archive_viewer.py", "Python", 200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 41, 269
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyInstaller\utils\cliutils\bindepend.py", "Python", 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 12, 59
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyInstaller\utils\cliutils\grab_version.py", "Python", 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 10, 60
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyInstaller\utils\cliutils\makespec.py", "Python", 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 13, 62
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyInstaller\utils\cliutils\set_version.py", "Python", 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 10, 52
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyInstaller\utils\conftest.py", "Python", 354, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 125, 95, 574
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyInstaller\utils\hooks\__init__.py", "Python", 934, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 151, 259, 1344
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyInstaller\utils\hooks\conda.py", "Python", 268, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 80, 397
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyInstaller\utils\hooks\django.py", "Python", 89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 30, 153
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyInstaller\utils\hooks\gi.py", "Python", 298, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 77, 83, 458
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyInstaller\utils\hooks\qt\__init__.py", "Python", 771, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 458, 199, 1428
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyInstaller\utils\hooks\qt\_modules_info.py", "Python", 184, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 221, 46, 451
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyInstaller\utils\hooks\setuptools.py", "Python", 156, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 42, 257
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyInstaller\utils\hooks\tcl_tk.py", "Python", 213, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 78, 55, 346
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyInstaller\utils\misc.py", "Python", 163, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 43, 230
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyInstaller\utils\osx.py", "Python", 476, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 130, 130, 736
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyInstaller\utils\run_tests.py", "Python", 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 11, 71
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyInstaller\utils\tests.py", "Python", 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 24, 113
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyInstaller\utils\win32\__init__.py", "Python", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyInstaller\utils\win32\icon.py", "Python", 174, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 47, 252
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyInstaller\utils\win32\versioninfo.py", "Python", 500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 83, 605
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyInstaller\utils\win32\winmanifest.py", "Python", 151, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 49, 245
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyInstaller\utils\win32\winresource.py", "Python", 132, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 37, 190
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyInstaller\utils\win32\winutils.py", "Python", 180, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 42, 258
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyQt5\QAxContainer.pyi", "Python", 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 20, 108
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyQt5\Qt5\qml\QtQuick\Controls\Private\CalendarUtils.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 48, 0, 0, 0, 74, 16, 138
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyQt5\Qt5\qml\QtQuick\Controls\Private\StackView.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 38, 6, 67
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyQt5\Qt5\qml\QtQuick\Controls\Private\style.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 38, 7, 63
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyQt5\Qt5\qml\QtTest\testlogger.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 47, 0, 0, 0, 42, 8, 97
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyQt5\QtBluetooth.pyi", "Python", 1238, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 177, 1437
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyQt5\QtCore.pyi", "Python", 9022, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 1032, 10079
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyQt5\QtDBus.pyi", "Python", 432, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 95, 549
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyQt5\QtDesigner.pyi", "Python", 354, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 114, 491
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyQt5\QtGui.pyi", "Python", 8383, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 932, 9338
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyQt5\QtHelp.pyi", "Python", 223, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 69, 315
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyQt5\QtLocation.pyi", "Python", 1038, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 226, 1286
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyQt5\QtMultimedia.pyi", "Python", 2148, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 418, 2589
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyQt5\QtMultimediaWidgets.pyi", "Python", 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 24, 130
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyQt5\QtNetwork.pyi", "Python", 1888, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 292, 2202
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyQt5\QtNfc.pyi", "Python", 360, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 80, 462
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyQt5\QtOpenGL.pyi", "Python", 297, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 35, 355
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyQt5\QtPositioning.pyi", "Python", 459, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 85, 566
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyQt5\QtPrintSupport.pyi", "Python", 359, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 58, 440
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyQt5\QtQml.pyi", "Python", 541, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 123, 686
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyQt5\QtQuick.pyi", "Python", 1377, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 292, 1692
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyQt5\QtQuick3D.pyi", "Python", 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 26, 130
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyQt5\QtQuickWidgets.pyi", "Python", 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 14, 105
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyQt5\QtRemoteObjects.pyi", "Python", 128, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 48, 198
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyQt5\QtSensors.pyi", "Python", 406, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 237, 665
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyQt5\QtSerialPort.pyi", "Python", 200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 30, 252
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyQt5\QtSql.pyi", "Python", 574, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 84, 681
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyQt5\QtSvg.pyi", "Python", 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 24, 148
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyQt5\QtTest.pyi", "Python", 128, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 24, 175
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyQt5\QtTextToSpeech.pyi", "Python", 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 18, 105
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyQt5\QtWebChannel.pyi", "Python", 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 15, 58
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyQt5\QtWebSockets.pyi", "Python", 157, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 28, 207
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyQt5\QtWidgets.pyi", "Python", 8971, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 1125, 10119
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyQt5\QtWinExtras.pyi", "Python", 232, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 43, 298
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyQt5\QtXml.pyi", "Python", 554, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 135, 711
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyQt5\QtXmlPatterns.pyi", "Python", 280, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 74, 376
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyQt5\__init__.py", "Python", 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 11, 51
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyQt5\pylupdate_main.py", "Python", 174, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 56, 248
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyQt5\pyrcc_main.py", "Python", 122, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 47, 191
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyQt5\sip.pyi", "Python", 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 36, 104
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyQt5\uic\Compiler\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 1, 21
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyQt5\uic\Compiler\compiler.py", "Python", 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 21, 124
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyQt5\uic\Compiler\indenter.py", "Python", 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 13, 78
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyQt5\uic\Compiler\misc.py", "Python", 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 9, 60
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyQt5\uic\Compiler\proxy_metaclass.py", "Python", 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 17, 101
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyQt5\uic\Compiler\qobjectcreator.py", "Python", 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 41, 181
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyQt5\uic\Compiler\qtproxies.py", "Python", 298, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 103, 471
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyQt5\uic\Loader\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 1, 21
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyQt5\uic\Loader\loader.py", "Python", 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 11, 67
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyQt5\uic\Loader\qobjectcreator.py", "Python", 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 36, 151
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyQt5\uic\__init__.py", "Python", 138, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 54, 246
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyQt5\uic\driver.py", "Python", 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 39, 150
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyQt5\uic\exceptions.py", "Python", 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 6, 54
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyQt5\uic\icon_cache.py", "Python", 92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 41, 160
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyQt5\uic\objcreator.py", "Python", 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 34, 164
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyQt5\uic\port_v2\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 1, 21
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyQt5\uic\port_v2\as_string.py", "Python", 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 10, 41
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyQt5\uic\port_v2\ascii_upper.py", "Python", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 7, 34
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyQt5\uic\port_v2\proxy_base.py", "Python", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 6, 32
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyQt5\uic\port_v2\string_io.py", "Python", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 3, 28
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyQt5\uic\port_v3\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 1, 21
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyQt5\uic\port_v3\as_string.py", "Python", 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 10, 41
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\PyQt5\uic\port_v3\ascii_upper.py", "Python", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 5, 31
