"filename", "language", "Python", "pip requirements", "Properties", "MS SQL", "Batch", "PowerShell", "XML", "JavaScript", "comment", "blank", "total"
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_distutils\_msvccompiler.py", "Python", 430, 0, 0, 0, 0, 0, 0, 0, 54, 89, 573
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_distutils\archive_util.py", "Python", 219, 0, 0, 0, 0, 0, 0, 0, 8, 54, 281
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_distutils\bcppcompiler.py", "Python", 267, 0, 0, 0, 0, 0, 0, 0, 78, 64, 409
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_distutils\ccompiler.py", "Python", 900, 0, 0, 0, 0, 0, 0, 0, 160, 161, 1221
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_distutils\cmd.py", "Python", 309, 0, 0, 0, 0, 0, 0, 0, 71, 57, 437
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_distutils\command\__init__.py", "Python", 23, 0, 0, 0, 0, 0, 0, 0, 0, 3, 26
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_distutils\command\_framework_compat.py", "Python", 45, 0, 0, 0, 0, 0, 0, 0, 0, 11, 56
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_distutils\command\bdist.py", "Python", 115, 0, 0, 0, 0, 0, 0, 0, 15, 28, 158
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_distutils\command\bdist_dumb.py", "Python", 122, 0, 0, 0, 0, 0, 0, 0, 3, 20, 145
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_distutils\command\bdist_rpm.py", "Python", 481, 0, 0, 0, 0, 0, 0, 0, 59, 76, 616
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_distutils\command\build.py", "Python", 104, 0, 0, 0, 0, 0, 0, 0, 22, 28, 154
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_distutils\command\build_clib.py", "Python", 140, 0, 0, 0, 0, 0, 0, 0, 27, 42, 209
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_distutils\command\build_ext.py", "Python", 528, 0, 0, 0, 0, 0, 0, 0, 153, 107, 788
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_distutils\command\build_py.py", "Python", 275, 0, 0, 0, 0, 0, 0, 0, 77, 56, 408
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_distutils\command\build_scripts.py", "Python", 134, 0, 0, 0, 0, 0, 0, 0, 11, 29, 174
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_distutils\command\check.py", "Python", 124, 0, 0, 0, 0, 0, 0, 0, 4, 24, 152
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_distutils\command\clean.py", "Python", 58, 0, 0, 0, 0, 0, 0, 0, 6, 13, 77
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_distutils\command\config.py", "Python", 303, 0, 0, 0, 0, 0, 0, 0, 21, 54, 378
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_distutils\command\install.py", "Python", 565, 0, 0, 0, 0, 0, 0, 0, 126, 124, 815
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_distutils\command\install_data.py", "Python", 63, 0, 0, 0, 0, 0, 0, 0, 7, 15, 85
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_distutils\command\install_egg_info.py", "Python", 66, 0, 0, 0, 0, 0, 0, 0, 3, 23, 92
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_distutils\command\install_headers.py", "Python", 31, 0, 0, 0, 0, 0, 0, 0, 1, 14, 46
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_distutils\command\install_lib.py", "Python", 162, 0, 0, 0, 0, 0, 0, 0, 36, 41, 239
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_distutils\command\install_scripts.py", "Python", 45, 0, 0, 0, 0, 0, 0, 0, 3, 14, 62
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_distutils\command\py37compat.py", "Python", 23, 0, 0, 0, 0, 0, 0, 0, 0, 9, 32
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_distutils\command\register.py", "Python", 265, 0, 0, 0, 0, 0, 0, 0, 20, 35, 320
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_distutils\command\sdist.py", "Python", 409, 0, 0, 0, 0, 0, 0, 0, 47, 76, 532
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_distutils\command\upload.py", "Python", 156, 0, 0, 0, 0, 0, 0, 0, 22, 28, 206
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_distutils\config.py", "Python", 109, 0, 0, 0, 0, 0, 0, 0, 9, 22, 140
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_distutils\core.py", "Python", 216, 0, 0, 0, 0, 0, 0, 0, 26, 50, 292
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_distutils\cygwinccompiler.py", "Python", 239, 0, 0, 0, 0, 0, 0, 0, 60, 66, 365
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_distutils\debug.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 2, 2, 6
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_distutils\dep_util.py", "Python", 65, 0, 0, 0, 0, 0, 0, 0, 9, 23, 97
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_distutils\dir_util.py", "Python", 184, 0, 0, 0, 0, 0, 0, 0, 15, 45, 244
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_distutils\dist.py", "Python", 921, 0, 0, 0, 0, 0, 0, 0, 165, 201, 1287
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_distutils\errors.py", "Python", 75, 0, 0, 0, 0, 0, 0, 0, 1, 52, 128
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_distutils\extension.py", "Python", 196, 0, 0, 0, 0, 0, 0, 0, 27, 26, 249
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_distutils\fancy_getopt.py", "Python", 319, 0, 0, 0, 0, 0, 0, 0, 78, 74, 471
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_distutils\file_util.py", "Python", 191, 0, 0, 0, 0, 0, 0, 0, 19, 40, 250
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_distutils\filelist.py", "Python", 284, 0, 0, 0, 0, 0, 0, 0, 27, 61, 372
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_distutils\log.py", "Python", 57, 0, 0, 0, 0, 0, 0, 0, 4, 20, 81
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_distutils\msvc9compiler.py", "Python", 619, 0, 0, 0, 0, 0, 0, 0, 107, 107, 833
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_distutils\msvccompiler.py", "Python", 539, 0, 0, 0, 0, 0, 0, 0, 62, 95, 696
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_distutils\py38compat.py", "Python", 7, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_distutils\py39compat.py", "Python", 14, 0, 0, 0, 0, 0, 0, 0, 3, 6, 23
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_distutils\spawn.py", "Python", 80, 0, 0, 0, 0, 0, 0, 0, 7, 23, 110
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_distutils\sysconfig.py", "Python", 412, 0, 0, 0, 0, 0, 0, 0, 49, 98, 559
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_distutils\text_file.py", "Python", 204, 0, 0, 0, 0, 0, 0, 0, 43, 41, 288
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_distutils\unixccompiler.py", "Python", 287, 0, 0, 0, 0, 0, 0, 0, 59, 56, 402
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_distutils\util.py", "Python", 366, 0, 0, 0, 0, 0, 0, 0, 55, 93, 514
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_distutils\version.py", "Python", 205, 0, 0, 0, 0, 0, 0, 0, 98, 56, 359
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_distutils\versionpredicate.py", "Python", 135, 0, 0, 0, 0, 0, 0, 0, 5, 36, 176
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_entry_points.py", "Python", 65, 0, 0, 0, 0, 0, 0, 0, 1, 21, 87
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_imp.py", "Python", 66, 0, 0, 0, 0, 0, 0, 0, 0, 17, 83
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_importlib.py", "Python", 38, 0, 0, 0, 0, 0, 0, 0, 0, 10, 48
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_itertools.py", "Python", 19, 0, 0, 0, 0, 0, 0, 0, 1, 4, 24
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_path.py", "Python", 24, 0, 0, 0, 0, 0, 0, 0, 0, 6, 30
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_reqs.py", "Python", 13, 0, 0, 0, 0, 0, 0, 0, 0, 7, 20
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_vendor\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_vendor\importlib_metadata\__init__.py", "Python", 835, 0, 0, 0, 0, 0, 0, 0, 6, 207, 1048
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_vendor\importlib_metadata\_adapters.py", "Python", 56, 0, 0, 0, 0, 0, 0, 0, 1, 12, 69
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_vendor\importlib_metadata\_collections.py", "Python", 22, 0, 0, 0, 0, 0, 0, 0, 1, 8, 31
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_vendor\importlib_metadata\_compat.py", "Python", 46, 0, 0, 0, 0, 0, 0, 0, 6, 20, 72
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_vendor\importlib_metadata\_functools.py", "Python", 76, 0, 0, 0, 0, 0, 0, 0, 4, 25, 105
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_vendor\importlib_metadata\_itertools.py", "Python", 53, 0, 0, 0, 0, 0, 0, 0, 3, 18, 74
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_vendor\importlib_metadata\_meta.py", "Python", 33, 0, 0, 0, 0, 0, 0, 0, 0, 16, 49
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_vendor\importlib_metadata\_text.py", "Python", 66, 0, 0, 0, 0, 0, 0, 0, 2, 32, 100
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_vendor\importlib_resources\__init__.py", "Python", 31, 0, 0, 0, 0, 0, 0, 0, 0, 6, 37
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_vendor\importlib_resources\_adapters.py", "Python", 126, 0, 0, 0, 0, 0, 0, 0, 0, 45, 171
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_vendor\importlib_resources\_common.py", "Python", 71, 0, 0, 0, 0, 0, 0, 0, 12, 22, 105
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_vendor\importlib_resources\_compat.py", "Python", 69, 0, 0, 0, 0, 0, 0, 0, 6, 24, 99
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_vendor\importlib_resources\_itertools.py", "Python", 28, 0, 0, 0, 0, 0, 0, 0, 3, 5, 36
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_vendor\importlib_resources\_legacy.py", "Python", 93, 0, 0, 0, 0, 0, 0, 0, 1, 28, 122
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_vendor\importlib_resources\abc.py", "Python", 102, 0, 0, 0, 0, 0, 0, 0, 6, 30, 138
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_vendor\importlib_resources\readers.py", "Python", 88, 0, 0, 0, 0, 0, 0, 0, 4, 31, 123
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_vendor\importlib_resources\simple.py", "Python", 83, 0, 0, 0, 0, 0, 0, 0, 6, 28, 117
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_vendor\jaraco\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_vendor\jaraco\context.py", "Python", 163, 0, 0, 0, 0, 0, 0, 0, 6, 45, 214
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_vendor\jaraco\functools.py", "Python", 401, 0, 0, 0, 0, 0, 0, 0, 2, 123, 526
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_vendor\jaraco\text\__init__.py", "Python", 441, 0, 0, 0, 0, 0, 0, 0, 5, 154, 600
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_vendor\more_itertools\__init__.py", "Python", 3, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_vendor\more_itertools\more.py", "Python", 2870, 0, 0, 0, 0, 0, 0, 0, 117, 838, 3825
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_vendor\more_itertools\recipes.py", "Python", 451, 0, 0, 0, 0, 0, 0, 0, 4, 166, 621
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_vendor\ordered_set.py", "Python", 405, 0, 0, 0, 0, 0, 0, 0, 15, 69, 489
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_vendor\packaging\__about__.py", "Python", 18, 0, 0, 0, 0, 0, 0, 0, 3, 6, 27
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_vendor\packaging\__init__.py", "Python", 20, 0, 0, 0, 0, 0, 0, 0, 3, 3, 26
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_vendor\packaging\_manylinux.py", "Python", 212, 0, 0, 0, 0, 0, 0, 0, 51, 39, 302
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_vendor\packaging\_musllinux.py", "Python", 107, 0, 0, 0, 0, 0, 0, 0, 4, 26, 137
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_vendor\packaging\_structures.py", "Python", 36, 0, 0, 0, 0, 0, 0, 0, 3, 23, 62
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_vendor\packaging\markers.py", "Python", 224, 0, 0, 0, 0, 0, 0, 0, 7, 74, 305
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_vendor\packaging\requirements.py", "Python", 105, 0, 0, 0, 0, 0, 0, 0, 9, 33, 147
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_vendor\packaging\specifiers.py", "Python", 490, 0, 0, 0, 0, 0, 0, 0, 156, 157, 803
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_vendor\packaging\tags.py", "Python", 373, 0, 0, 0, 0, 0, 0, 0, 26, 89, 488
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_vendor\packaging\utils.py", "Python", 91, 0, 0, 0, 0, 0, 0, 0, 16, 30, 137
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_vendor\packaging\version.py", "Python", 334, 0, 0, 0, 0, 0, 0, 0, 58, 113, 505
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_vendor\pyparsing\__init__.py", "Python", 277, 0, 0, 0, 0, 0, 0, 0, 26, 29, 332
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_vendor\pyparsing\actions.py", "Python", 148, 0, 0, 0, 0, 0, 0, 0, 6, 54, 208
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_vendor\pyparsing\common.py", "Python", 304, 0, 0, 0, 0, 0, 0, 0, 39, 82, 425
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_vendor\pyparsing\core.py", "Python", 4609, 0, 0, 0, 0, 0, 0, 0, 252, 954, 5815
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_vendor\pyparsing\diagram\__init__.py", "Python", 503, 0, 0, 0, 0, 0, 0, 0, 58, 82, 643
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_vendor\pyparsing\exceptions.py", "Python", 207, 0, 0, 0, 0, 0, 0, 0, 4, 57, 268
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_vendor\pyparsing\helpers.py", "Python", 872, 0, 0, 0, 0, 0, 0, 0, 38, 179, 1089
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_vendor\pyparsing\results.py", "Python", 609, 0, 0, 0, 0, 0, 0, 0, 24, 128, 761
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_vendor\pyparsing\testing.py", "Python", 279, 0, 0, 0, 0, 0, 0, 0, 10, 43, 332
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_vendor\pyparsing\unicode.py", "Python", 300, 0, 0, 0, 0, 0, 0, 0, 5, 48, 353
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_vendor\pyparsing\util.py", "Python", 184, 0, 0, 0, 0, 0, 0, 0, 2, 50, 236
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_vendor\tomli\__init__.py", "Python", 4, 0, 0, 0, 0, 0, 0, 0, 4, 4, 12
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_vendor\tomli\_parser.py", "Python", 534, 0, 0, 0, 0, 0, 0, 0, 46, 112, 692
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_vendor\tomli\_re.py", "Python", 87, 0, 0, 0, 0, 0, 0, 0, 6, 15, 108
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_vendor\tomli\_types.py", "Python", 4, 0, 0, 0, 0, 0, 0, 0, 4, 3, 11
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_vendor\typing_extensions.py", "Python", 1729, 0, 0, 0, 0, 0, 0, 0, 144, 424, 2297
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\_vendor\zipp.py", "Python", 255, 0, 0, 0, 0, 0, 0, 0, 1, 74, 330
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\archive_util.py", "Python", 162, 0, 0, 0, 0, 0, 0, 0, 8, 44, 214
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\build_meta.py", "Python", 397, 0, 0, 0, 0, 0, 0, 0, 25, 90, 512
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\command\__init__.py", "Python", 9, 0, 0, 0, 0, 0, 0, 0, 1, 3, 13
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\command\alias.py", "Python", 62, 0, 0, 0, 0, 0, 0, 0, 0, 17, 79
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\command\bdist_egg.py", "Python", 363, 0, 0, 0, 0, 0, 0, 0, 17, 78, 458
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\command\bdist_rpm.py", "Python", 31, 0, 0, 0, 0, 0, 0, 0, 1, 9, 41
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\command\build.py", "Python", 118, 0, 0, 0, 0, 0, 0, 0, 1, 28, 147
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\command\build_clib.py", "Python", 77, 0, 0, 0, 0, 0, 0, 0, 13, 12, 102
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\command\build_ext.py", "Python", 293, 0, 0, 0, 0, 0, 0, 0, 38, 53, 384
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\command\build_py.py", "Python", 294, 0, 0, 0, 0, 0, 0, 0, 16, 59, 369
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\command\develop.py", "Python", 149, 0, 0, 0, 0, 0, 0, 0, 11, 34, 194
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\command\dist_info.py", "Python", 111, 0, 0, 0, 0, 0, 0, 0, 4, 28, 143
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\command\easy_install.py", "Python", 1818, 0, 0, 0, 0, 0, 0, 0, 148, 347, 2313
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\command\editable_wheel.py", "Python", 669, 0, 0, 0, 0, 0, 0, 0, 15, 161, 845
"c:\Users\makib\Documents\EntornosVirtuales\BaseDeDatosSalonDeBelleza\venv\Lib\site-packages\setuptools\command\egg_info.py", "Python", 579, 0, 0, 0, 0, 0, 0, 0, 58, 127, 764
